name,market,asset_type,status,capacity_mw,latitude,longitude,county,state,interconnection_node,pricing_hub_node,estimated_lcoe,offtake_price_mwh,overall_score,price_score,location_score,curtailment_score,interconnection_score,regulatory_score,financial_score,environmental_score,grid_stability_score,demand_proximity_score,development_risk_score
Prospero Solar II,ERCOT,solar,active,250.00,32.275814,-102.844806,Andrews,TX,LZ_SOUTH,LZ_SOUTH,,,68.31,54.11,76.30,92.76,52.90,50.00,77.04,83.43,50.00,74.41,44.14
Summit Winds,CAISO,wind,active,57.50,37.761151,-121.690670,Alameda,CA,NP15,NP15,,,64.37,46.15,57.15,91.90,58.61,50.00,66.99,86.28,50.00,61.26,56.22
EDF Ph1 Toms River,PJM,solar,active,21.30,39.984000,-74.238000,Ocean,NJ,WESTERN HUB,WESTERN HUB,,,59.15,54.36,58.00,72.00,60.00,50.00,58.07,81.68,50.00,52.37,42.00
"AES Griggs Solar, LLC",PJM,solar,active,2.00,41.191280,-87.666461,Kankakee,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
"IGS East Central, LLC",PJM,solar,active,2.00,41.471715,-88.043725,Will,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
SV CSG Lily Lake 2 LLC,PJM,solar,active,2.00,41.954902,-88.478372,Kane,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Cedarville Road,PJM,solar,active,2.00,42.371950,-89.807970,Stephenson,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Mockingbird Solar Center,ERCOT,solar,active,471.00,33.391670,-95.425190,Lamar,TX,LZ_CPS,LZ_CPS,,,67.29,56.53,62.81,95.75,55.05,50.00,82.17,86.45,50.00,80.08,25.00
"American Goldfinch SCS ACY2 NJ, LLC",PJM,solar,active,3.90,40.085560,-74.840890,Burlington,NJ,WESTERN HUB,WESTERN HUB,,,55.98,54.36,58.00,72.00,60.00,50.00,45.21,73.57,50.00,37.18,42.00
Tranquillity ID,CAISO,solar,active,1.30,36.648026,-120.245940,Fresno,CA,NP15,NP15,,,59.22,57.96,57.15,90.76,57.61,50.00,39.27,68.58,50.00,27.35,56.22
Ridgecrest,PJM,solar,active,1.70,38.846830,-76.975920,District of Columbia,DC,WESTERN HUB,WESTERN HUB,,,54.44,54.36,58.00,72.00,60.00,50.00,38.92,69.61,50.00,29.75,42.00
Cascades,PJM,solar,active,2.00,40.558790,-74.456460,Middlesex,NJ,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Braes Bayou Plant,ERCOT,natural_gas,active,484.00,29.480277,-95.620277,Fort Bend,TX,LZ_CPS,LZ_CPS,,,66.52,54.89,62.81,98.00,69.05,50.00,88.20,12.00,50.00,80.32,25.00
Gliden (Op Zone),PJM,solar,active,5.00,36.301610,-76.603570,Chowan,NC,WESTERN HUB,WESTERN HUB,,,56.45,54.36,58.00,72.00,60.00,50.00,47.09,74.76,50.00,39.40,42.00
Niagara Bottling - Seguin,ERCOT,solar,active,4.90,29.589139,-97.977198,Guadalupe,TX,LZ_HOUSTON,LZ_HOUSTON,,,65.02,59.70,77.77,93.92,69.72,50.00,48.00,64.64,50.00,39.22,44.52
Firestone Walker Brewery - Phase 1,CAISO,solar,active,1.60,35.595877,-120.694306,San Luis Obispo,CA,NP15,NP15,,,59.61,57.96,57.15,90.76,57.61,50.00,40.84,69.57,50.00,29.21,56.22
EMWD - Perris Valley RWRF,CAISO,solar,active,3.40,33.759980,-117.187660,Riverside,CA,SP15,SP15,,,47.91,47.66,49.21,74.54,30.43,50.00,45.07,73.17,50.00,35.95,25.00
EMWD - San Jacinto RWRF NEM,CAISO,solar,active,1.30,33.798547,-117.016588,Riverside,CA,SP15,SP15,,,46.12,47.66,49.21,74.54,30.43,50.00,37.79,68.58,50.00,27.35,25.00
EMWD - Sun City RWRF,CAISO,solar,active,1.60,33.696146,-117.218621,Riverside,CA,SP15,SP15,,,46.50,47.66,49.21,74.54,30.43,50.00,39.36,69.57,50.00,29.21,25.00
EMWD - San Jacinto RES BCT,CAISO,solar,active,4.20,33.802869,-117.023567,Riverside,CA,SP15,SP15,,,48.30,47.66,49.21,74.54,30.43,50.00,46.67,74.18,50.00,37.84,25.00
CSU San Jose State University,CAISO,solar,active,1.70,37.334000,-121.884000,Santa Clara,CA,NP15,NP15,,,59.72,57.96,57.15,90.76,57.61,50.00,41.30,69.86,50.00,29.75,56.22
El Dorado County,CAISO,solar,active,1.50,38.698145,-120.828256,El Dorado,CA,NP15,NP15,,,59.49,57.96,57.15,90.76,57.61,50.00,40.35,69.26,50.00,28.63,56.22
California State Univ at Channel Islands,CAISO,solar,active,3.70,34.162058,-119.043375,Ventura,CA,SP15,SP15,,,48.07,47.66,49.21,74.54,30.43,50.00,45.71,73.58,50.00,36.71,25.00
EMWD - Moreno Valley RWRF,CAISO,solar,active,2.40,33.868252,-117.214055,Riverside,CA,SP15,SP15,,,47.26,47.66,49.21,74.54,30.43,50.00,42.43,71.51,50.00,32.83,25.00
Delanco,PJM,solar,active,2.40,40.049360,-74.935300,Burlington,NJ,WESTERN HUB,WESTERN HUB,,,55.08,54.36,58.00,72.00,60.00,50.00,41.53,71.25,50.00,32.83,42.00
Pontiac,PJM,solar,active,2.00,40.918060,-88.625000,Livingston,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Rockford CSG,PJM,solar,active,2.00,42.165720,-89.036860,Winnebago,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
GSPP Onyx New Brunswick LLC,PJM,solar,active,1.10,40.480710,-74.481850,Middlesex,NJ,WESTERN HUB,WESTERN HUB,,,53.62,54.36,58.00,72.00,60.00,50.00,35.62,67.53,50.00,25.85,42.00
TX7 Flat Top,ERCOT,storage,active,9.90,31.197910,-103.360670,Reeves,TX,LZ_CPS,LZ_CPS,,,60.79,64.77,62.81,97.45,68.05,50.00,50.87,12.00,50.00,45.52,25.00
TX8 Worsham,ERCOT,storage,active,9.90,31.356580,-103.336450,Pecos,TX,LZ_WEST,LZ_WEST,,,60.36,61.34,73.94,92.54,63.39,50.00,50.46,12.00,50.00,45.52,29.86
TX2 Port Lavaca,ERCOT,storage,active,9.90,28.586730,-96.683760,Calhoun,TX,HB_SOUTH,HB_SOUTH,,,62.93,61.76,77.55,95.90,65.75,50.00,50.51,12.00,50.00,45.52,40.77
Amazon - Stockton - Roof (SCK1) - (CA),CAISO,solar,active,2.60,37.911715,-121.198650,San Joaquin,CA,NP15,NP15,,,60.51,57.96,57.15,90.76,57.61,50.00,44.52,71.89,50.00,33.55,56.22
Black Rock Wind,PJM,wind,active,115.00,39.366803,-79.108263,Mineral,WV,WESTERN HUB,WESTERN HUB,,,59.61,43.28,58.00,70.00,58.00,50.00,72.63,85.00,50.00,67.46,42.00
Vallecitos Water District,CAISO,solar,active,1.40,33.212535,-117.177029,San Diego,CA,SP15,SP15,,,46.26,47.66,49.21,74.54,30.43,50.00,38.35,68.93,50.00,28.01,25.00
"Pine Road Solar, LLC CSG",PJM,solar,active,2.00,41.674386,-88.664448,DeKalb,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Brazoria West,ERCOT,solar,active,200.00,29.191000,-95.663000,Brazoria,TX,LZ_CPS,LZ_CPS,,,65.70,56.53,62.81,95.75,55.05,50.00,75.68,82.36,50.00,72.42,25.00
"Grissom Solar, LLC",PJM,solar,active,5.00,36.238910,-77.897552,Halifax,NC,WESTERN HUB,WESTERN HUB,,,56.45,54.36,58.00,72.00,60.00,50.00,47.09,74.76,50.00,39.40,42.00
"Grissom Solar, LLC",PJM,storage,active,10.00,36.238910,-77.897552,Halifax,NC,WESTERN HUB,WESTERN HUB,,,58.44,62.28,58.00,80.00,68.00,50.00,51.85,12.00,50.00,45.61,42.00
"CSG Mt. Morris 2, LLC",PJM,solar,active,2.00,42.065653,-89.433136,Ogle,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
"Tower Road Solar, LLC CSG",PJM,solar,active,2.00,41.805224,-88.925188,Dekalb,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Byron Highway Solar,CAISO,solar,active,5.00,37.847114,-121.617308,Contra Costa,CA,NP15,NP15,,,61.73,57.96,57.15,90.76,57.61,50.00,49.47,75.01,50.00,39.40,56.22
Arlington Energy Center II,CAISO,solar,active,233.00,33.690880,-114.774944,Riverside,CA,SP15,SP15,,,55.79,47.66,49.21,74.54,30.43,50.00,77.09,93.37,50.00,73.78,25.00
Arlington Energy Center II,CAISO,storage,active,132.00,33.690880,-114.774944,Riverside,CA,SP15,SP15,,,56.18,54.60,49.21,88.38,43.43,50.00,70.20,12.00,50.00,68.70,25.00
Resurgence Solar,CAISO,solar,active,90.00,35.006560,-117.544840,San Bernardino,CA,SP15,SP15,,,54.02,47.66,49.21,74.54,30.43,50.00,69.89,88.82,50.00,65.27,25.00
Resurgence Solar,CAISO,storage,active,75.00,35.006560,-117.544840,San Bernardino,CA,SP15,SP15,,,55.26,54.60,49.21,88.38,43.43,50.00,65.92,12.00,50.00,63.64,25.00
7448 Candlewood Road,PJM,solar,active,1.50,39.160000,-76.700000,Anne Arundel,MD,WESTERN HUB,WESTERN HUB,,,54.20,54.36,58.00,72.00,60.00,50.00,37.97,69.01,50.00,28.63,42.00
Atascadero State Hospital,CAISO,solar,active,1.10,35.463333,-120.634011,San Luis Obispo,CA,NP15,NP15,,,58.91,57.96,57.15,90.76,57.61,50.00,38.00,67.78,50.00,25.85,56.22
Gambit Energy Storage - Angleton Storage,ERCOT,storage,active,100.00,29.168010,-95.445062,Brazoria,TX,LZ_CPS,LZ_CPS,,,64.55,64.77,62.81,97.45,68.05,50.00,68.39,12.00,50.00,66.21,25.00
Camden Solar LLC,PJM,solar,active,20.00,36.307860,-76.144486,Camden,NC,WESTERN HUB,WESTERN HUB,,,59.03,54.36,58.00,72.00,60.00,50.00,57.59,81.38,50.00,51.81,42.00
Corazon Energy LLC,ERCOT,solar,active,200.00,27.634677,-99.258329,Webb,TX,LZ_CPS,LZ_CPS,,,65.70,56.53,62.81,95.75,55.05,50.00,75.68,82.36,50.00,72.42,25.00
Ranchland Wind Project II,ERCOT,wind,active,148.00,32.308524,-99.164198,Callahan,TX,HB_NORTH,HB_NORTH,,,63.52,41.17,76.14,92.70,42.84,50.00,73.97,82.80,50.00,69.72,42.62
Ranchland Wind Storage,ERCOT,storage,active,73.00,32.308524,-99.164198,Callahan,TX,HB_NORTH,HB_NORTH,,,64.64,59.24,76.14,95.79,58.84,50.00,65.33,12.00,50.00,63.40,42.62
Ranchland Wind Project I,ERCOT,wind,active,114.90,32.308524,-99.164498,Callahan,TX,HB_NORTH,HB_NORTH,,,63.04,41.17,76.14,92.70,42.84,50.00,72.05,81.59,50.00,67.46,42.62
Riverstart Solar Park LLC,PJM,solar,active,200.00,40.046244,-85.045087,Randolph,IN,WESTERN HUB,WESTERN HUB,,,63.32,54.36,58.00,72.00,60.00,50.00,75.03,92.38,50.00,72.42,42.00
Arlington Energy Center III,CAISO,solar,active,131.00,33.690880,-114.774944,Riverside,CA,SP15,SP15,,,54.71,47.66,49.21,74.54,30.43,50.00,72.73,90.61,50.00,68.63,25.00
Arlington Energy Center III,CAISO,storage,active,110.00,33.690880,-114.774944,Riverside,CA,SP15,SP15,,,55.88,54.60,49.21,88.38,43.43,50.00,68.82,12.00,50.00,67.07,25.00
Broadway 2 - UC Riverside,CAISO,solar,active,3.00,33.970340,-117.331010,Riverside,CA,SP15,SP15,,,47.68,47.66,49.21,74.54,30.43,50.00,44.12,72.57,50.00,34.83,25.00
"El Algodon Alto Wind Farm, LLC",ERCOT,wind,active,200.20,27.992706,-97.743983,San Patricio,TX,LZ_CPS,LZ_CPS,,,63.39,45.01,62.81,95.58,52.05,50.00,76.94,84.24,50.00,72.42,25.00
Prologis L.P,CAISO,solar,active,3.00,37.725044,-121.529783,San Joaquin,CA,NP15,NP15,,,60.78,57.96,57.15,90.76,57.61,50.00,45.60,72.57,50.00,34.83,56.22
County of San Diego COC Hybrid,CAISO,solar,active,1.70,32.833645,-117.131123,San Diego,CA,SP15,SP15,,,46.62,47.66,49.21,74.54,30.43,50.00,39.82,69.86,50.00,29.75,25.00
"Kirby Road Solar, LLC",PJM,solar,active,1.30,38.778970,-76.923695,Prince Georges,MD,WESTERN HUB,WESTERN HUB,,,53.93,54.36,58.00,72.00,60.00,50.00,36.88,68.32,50.00,27.35,42.00
MNCPPC Randall Farm,PJM,solar,active,1.40,38.831624,-76.803146,Prince Georges,MD,WESTERN HUB,WESTERN HUB,,,54.07,54.36,58.00,72.00,60.00,50.00,37.45,68.68,50.00,28.01,42.00
Burns Solar One LLC,PJM,solar,active,2.00,39.476530,-76.854460,Baltimore,MD,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
"Hostetter Solar One, LLC",PJM,solar,active,2.00,39.664480,-77.700580,Washington,MD,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Amazon MDW6 Solar Project,PJM,solar,active,1.90,41.672100,-88.115490,Will,IL,WESTERN HUB,WESTERN HUB,,,54.64,54.36,58.00,72.00,60.00,50.00,39.76,70.14,50.00,30.74,42.00
SEPV Sierra,CAISO,storage,active,8.30,34.733011,-118.138525,Los Angeles,CA,SP15,SP15,,,51.68,54.60,49.21,88.38,43.43,50.00,49.25,12.00,50.00,43.94,25.00
SEPV Sierra,CAISO,solar,active,3.00,34.733011,-118.138525,Los Angeles,CA,SP15,SP15,,,47.68,47.66,49.21,74.54,30.43,50.00,44.12,72.57,50.00,34.83,25.00
Kearny North Energy Storage,CAISO,storage,active,10.00,32.833470,-117.134430,San Diego,CA,SP15,SP15,,,51.98,54.60,49.21,88.38,43.43,50.00,50.66,12.00,50.00,45.61,25.00
Kearny South Energy Storage,CAISO,storage,active,10.00,32.832886,-117.132292,San Diego,CA,SP15,SP15,,,51.98,54.60,49.21,88.38,43.43,50.00,50.66,12.00,50.00,45.61,25.00
Diamond H Dairy Power,CAISO,biomass,active,2.00,37.016180,-120.372790,Madera,CA,NP15,NP15,,,62.59,55.71,57.15,95.34,66.61,50.00,48.35,72.55,50.00,31.20,56.22
Hudson - High Desert Hybrid,CAISO,storage,active,50.00,34.636500,-117.372400,San Bernardino,CA,SP15,SP15,,,54.60,54.60,49.21,88.38,43.43,50.00,62.85,12.00,50.00,60.01,25.00
Hudson - High Desert Hybrid,CAISO,solar,active,100.00,34.636500,-117.372400,San Bernardino,CA,SP15,SP15,,,54.21,47.66,49.21,74.54,30.43,50.00,70.68,89.32,50.00,66.21,25.00
Slidematic at Rockford,PJM,solar,active,1.80,42.206076,-89.074384,Winnebago,IL,WESTERN HUB,WESTERN HUB,,,54.54,54.36,58.00,72.00,60.00,50.00,39.35,69.88,50.00,30.26,42.00
"Rabbitbrush Solar, LLC",CAISO,solar,active,100.00,34.830000,-118.320000,Kern,CA,SP15,SP15,,,54.21,47.66,49.21,74.54,30.43,50.00,70.68,89.32,50.00,66.21,25.00
"Rabbitbrush Solar, LLC",CAISO,storage,active,20.00,34.830000,-118.320000,Kern,CA,SP15,SP15,,,53.11,54.60,49.21,88.38,43.43,50.00,55.91,12.00,50.00,51.81,25.00
"Big Plain Solar, LLC",PJM,solar,active,196.00,39.855658,-83.328428,Madison,OH,WESTERN HUB,WESTERN HUB,,,63.28,54.36,58.00,72.00,60.00,50.00,74.88,92.29,50.00,72.23,42.00
TG East,ERCOT,wind,active,336.00,33.746323,-99.665516,Knox,TX,LZ_LCRA,LZ_LCRA,,,69.44,49.52,58.87,95.53,67.11,50.00,81.58,86.72,50.00,77.06,49.08
P52ES 1755 Henryton Rd Phase 1 LLC CSG,PJM,solar,active,1.90,39.320150,-76.929650,Howard,MD,WESTERN HUB,WESTERN HUB,,,54.64,54.36,58.00,72.00,60.00,50.00,39.76,70.14,50.00,30.74,42.00
P52ES 1755 Henryton Rd Phase 2 LLC,PJM,solar,active,1.90,39.320150,-76.929650,Howard,MD,WESTERN HUB,WESTERN HUB,,,54.64,54.36,58.00,72.00,60.00,50.00,39.76,70.14,50.00,30.74,42.00
White Marsh Solar,PJM,solar,active,1.50,39.416700,-76.403000,Baltimore,MD,WESTERN HUB,WESTERN HUB,,,54.20,54.36,58.00,72.00,60.00,50.00,37.97,69.01,50.00,28.63,42.00
Pittman Solar One LLC,PJM,solar,active,2.00,39.687530,-78.108000,Washington,MD,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
"Bulldog Solar One, LLC",PJM,solar,active,2.00,38.915200,-76.697200,Prince Georges,MD,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
"AEUG Union Solar, LLC",PJM,solar,active,325.00,40.437526,-83.483493,Union,OH,WESTERN HUB,WESTERN HUB,,,64.23,54.36,58.00,72.00,60.00,50.00,78.71,94.70,50.00,76.76,42.00
"Blue Jay Solar I, LLC",ERCOT,storage,active,51.60,30.705329,-96.069829,Grimes,TX,LZ_HOUSTON,LZ_HOUSTON,,,69.93,68.40,77.77,96.35,82.72,50.00,63.79,12.00,50.00,60.29,44.52
Lake Herman,CAISO,solar,active,5.00,38.097100,-122.141700,Solano,CA,NP15,NP15,,,61.73,57.96,57.15,90.76,57.61,50.00,49.47,75.01,50.00,39.40,56.22
Ryland Road Solar,PJM,solar,active,5.00,36.275850,-76.648670,Chowan,NC,WESTERN HUB,WESTERN HUB,,,56.45,54.36,58.00,72.00,60.00,50.00,47.09,74.76,50.00,39.40,42.00
Windsor Hwy 17 Solar,PJM,solar,active,5.00,36.021253,-76.872438,Bertie,NC,WESTERN HUB,WESTERN HUB,,,56.45,54.36,58.00,72.00,60.00,50.00,47.09,74.76,50.00,39.40,42.00
"Oak Trail Solar, LLC",PJM,solar,active,100.00,36.504400,-76.188700,Currituck,NC,WESTERN HUB,WESTERN HUB,,,62.03,54.36,58.00,72.00,60.00,50.00,69.78,89.07,50.00,66.21,42.00
Van der Hoek Solar Array/ Dairy,CAISO,solar,active,2.40,36.504015,-120.098148,Fresno,CA,NP15,NP15,,,60.36,57.96,57.15,90.76,57.61,50.00,43.91,71.51,50.00,32.83,56.22
MD - PR97 (CSG),PJM,solar,active,2.00,38.934666,-76.714819,Prince Georges,MD,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Todd Solar,PJM,solar,active,20.00,38.613328,-75.835207,Dorchester,MD,WESTERN HUB,WESTERN HUB,,,59.03,54.36,58.00,72.00,60.00,50.00,57.59,81.38,50.00,51.81,42.00
"El Dorado Solar, LLC",CAISO,solar,active,1.50,38.637000,-121.059000,El Dorado,CA,NP15,NP15,,,59.49,57.96,57.15,90.76,57.61,50.00,40.35,69.26,50.00,28.63,56.22
LeConte Energy Storage,CAISO,storage,active,125.00,32.677208,-115.670203,Imperial,CA,SP15,SP15,,,56.09,54.60,49.21,88.38,43.43,50.00,69.79,12.00,50.00,68.21,25.00
"Santee Solar Partners, LLC",PJM,solar,active,3.30,45.417300,-93.388500,Isanti,MN,WESTERN HUB,WESTERN HUB,,,55.67,54.36,58.00,72.00,60.00,50.00,43.94,72.77,50.00,35.68,42.00
CL-Viaduct LLC,PJM,solar,active,20.00,41.050201,-78.651901,Clearfield,PA,WESTERN HUB,WESTERN HUB,,,59.03,54.36,58.00,72.00,60.00,50.00,57.59,81.38,50.00,51.81,42.00
White Mesa Wind,ERCOT,wind,active,500.60,30.910000,-101.263000,Crockett,TX,LZ_WEST,LZ_WEST,,,64.21,42.63,73.94,87.07,47.39,50.00,83.47,88.62,50.00,80.63,29.86
UN-School House LLC,PJM,solar,active,20.00,40.963184,-78.179153,Clearfield,PA,WESTERN HUB,WESTERN HUB,,,59.03,54.36,58.00,72.00,60.00,50.00,57.59,81.38,50.00,51.81,42.00
Sanborn BESS 1,CAISO,storage,active,100.00,35.027264,-118.139236,Kern,CA,SP15,SP15,,,55.72,54.60,49.21,88.38,43.43,50.00,68.10,12.00,50.00,66.21,25.00
Sanborn BESS 2,CAISO,storage,active,100.00,35.027264,-118.140078,Kern,CA,SP15,SP15,,,55.72,54.60,49.21,88.38,43.43,50.00,68.10,12.00,50.00,66.21,25.00
IL17021 Brush Creek I CSG,PJM,solar,active,2.00,42.452243,-89.638813,Stephenson,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Segunda II (CSG),PJM,solar,active,2.00,41.117733,-88.863709,LaSalle,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Woodlawn II (CSG),PJM,solar,active,2.00,41.392408,-87.594818,Will,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Dodds (CSG),PJM,solar,active,2.00,42.379459,-89.842957,Stephenson,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Olmstead II CSG,PJM,solar,active,2.00,42.371669,-89.796287,Stephenson,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Wolfcastle,PJM,solar,active,2.00,41.950600,-88.830800,DeKalb,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Tierra Buena Energy Storage,CAISO,storage,active,5.00,39.171330,-121.662090,Sutter,CA,NP15,NP15,,,61.81,66.41,57.15,94.48,66.61,50.00,46.89,12.00,50.00,39.40,56.22
Amazon PSP1,CAISO,solar,active,3.80,33.926240,-116.994420,Riverside,CA,SP15,SP15,,,48.12,47.66,49.21,74.54,30.43,50.00,45.91,73.70,50.00,36.95,25.00
Redwood Coast Airport Microgrid,CAISO,solar,active,2.20,40.967222,-124.104444,Humboldt,CA,NP15,NP15,,,60.20,57.96,57.15,90.76,57.61,50.00,43.26,71.09,50.00,32.06,56.22
Redwood Coast Airport Microgrid,CAISO,storage,active,2.20,40.967222,-124.104444,Humboldt,CA,NP15,NP15,,,60.48,66.41,57.15,94.48,66.61,50.00,40.67,12.00,50.00,32.06,56.22
WAL194,ERCOT,natural_gas,active,1.20,29.776274,-94.974458,Harris,TX,LZ_HOUSTON,LZ_HOUSTON,,,63.29,57.97,77.77,97.81,83.72,50.00,43.16,12.00,50.00,26.63,44.52
WAL266,ERCOT,natural_gas,active,1.20,32.922049,-97.081986,Tarrant,TX,LZ_WEST,LZ_WEST,,,56.88,51.99,73.94,95.52,64.39,50.00,42.34,12.00,50.00,26.63,29.86
WAL284,ERCOT,natural_gas,active,1.20,32.576159,-97.130048,Tarrant,TX,LZ_HOUSTON,LZ_HOUSTON,,,63.29,57.97,77.77,97.81,83.72,50.00,43.16,12.00,50.00,26.63,44.52
WAL407,ERCOT,natural_gas,active,1.20,31.089722,-97.729279,Bell,TX,LZ_HOUSTON,LZ_HOUSTON,,,63.29,57.97,77.77,97.81,83.72,50.00,43.16,12.00,50.00,26.63,44.52
WAL414,ERCOT,natural_gas,active,1.20,33.857046,-98.499006,Wichita,TX,HB_NORTH,HB_NORTH,,,57.73,50.20,76.14,97.47,59.84,50.00,42.07,12.00,50.00,26.63,42.62
WAL447,ERCOT,natural_gas,active,1.20,29.395822,-100.901074,Val Verde,TX,HB_WEST,HB_WEST,,,53.93,46.11,75.30,94.84,47.25,50.00,41.43,12.00,50.00,26.63,37.29
WAL452,ERCOT,natural_gas,active,1.20,26.243944,-98.245055,Hidalgo,TX,HB_WEST,HB_WEST,,,53.93,46.11,75.30,94.84,47.25,50.00,41.43,12.00,50.00,26.63,37.29
WAL456,ERCOT,natural_gas,active,1.20,25.976057,-97.519445,Cameron,TX,LZ_NORTH,LZ_NORTH,,,56.44,49.67,75.61,97.40,58.05,50.00,41.99,12.00,50.00,26.63,34.22
WAL461,ERCOT,natural_gas,active,1.20,28.702031,-100.482722,Maverick,TX,HB_NORTH,HB_NORTH,,,57.73,50.20,76.14,97.47,59.84,50.00,42.07,12.00,50.00,26.63,42.62
IGS Frankfort 2 CSG,PJM,solar,active,2.00,41.495630,-87.787600,Cook,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Long John CSG,PJM,solar,active,2.00,41.693980,-88.653090,DeKalb,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
Woodlawn CSG,PJM,solar,active,2.00,41.392408,-87.594633,Will,IL,WESTERN HUB,WESTERN HUB,,,54.74,54.36,58.00,72.00,60.00,50.00,40.15,70.38,50.00,31.20,42.00
OER Checkerspot,PJM,solar,active,1.50,38.783572,-76.574153,Anne Arundel,MD,WESTERN HUB,WESTERN HUB,,,54.20,54.36,58.00,72.00,60.00,50.00,37.97,69.01,50.00,28.63,42.00
WAL462,ERCOT,natural_gas,active,1.30,29.421764,-95.230784,Brazoria,TX,LZ_CPS,LZ_CPS,,,56.91,54.89,62.81,98.00,69.05,50.00,43.36,12.00,50.00,27.35,25.00
WAL504,ERCOT,natural_gas,active,1.20,29.265140,-94.832945,Galveston,TX,LZ_CPS,LZ_CPS,,,56.78,54.89,62.81,98.00,69.05,50.00,42.75,12.00,50.00,26.63,25.00
WAL522,ERCOT,natural_gas,active,1.20,29.894458,-95.064970,Harris,TX,LZ_HOUSTON,LZ_HOUSTON,,,63.29,57.97,77.77,97.81,83.72,50.00,43.16,12.00,50.00,26.63,44.52
WAL529,ERCOT,natural_gas,active,1.30,29.372305,-95.000453,Galveston,TX,LZ_CPS,LZ_CPS,,,56.91,54.89,62.81,98.00,69.05,50.00,43.36,12.00,50.00,27.35,25.00
WAL536,ERCOT,natural_gas,active,1.20,32.480780,-99.698015,Jones,TX,LZ_WEST,LZ_WEST,,,56.88,51.99,73.94,95.52,64.39,50.00,42.34,12.00,50.00,26.63,29.86
WAL537,ERCOT,natural_gas,active,1.20,31.895700,-102.332512,Ector,TX,LZ_HOUSTON,LZ_HOUSTON,,,63.29,57.97,77.77,97.81,83.72,50.00,43.16,12.00,50.00,26.63,44.52
WAL546,ERCOT,natural_gas,active,1.20,29.558105,-95.761271,Fort Bend,TX,LZ_HOUSTON,LZ_HOUSTON,,,63.29,57.97,77.77,97.81,83.72,50.00,43.16,12.00,50.00,26.63,44.52
WAL565,ERCOT,natural_gas,active,1.20,32.101054,-96.403764,Navarro,TX,LZ_WEST,LZ_WEST,,,56.88,51.99,73.94,95.52,64.39,50.00,42.34,12.00,50.00,26.63,29.86
